1,637333333,12
2,637333333,12
3,637333333,12
4,637333333,12
5,637333333,12
6,637333333,12
7,637333333,12
8,637333333,12
9,637333333,12
10,637333333,12
11,637333333,12
12,637333333,12
13,637333333,12
14,637333333,12
15,637333333,12
16,637333333,12
17,637333333,12
18,637333333,12
19,324178571,19
20,324178571,19
21,324178571,19
22,324178571,19
23,324178571,19
24,324178571,19
25,324178571,19
26,324178571,19
27,324178571,19
28,324178571,19
29,324178571,19
30,324178571,19
31,324178571,19
32,324178571,19
33,324178571,19
34,324178571,19
35,324178571,19
36,324178571,19
37,324178571,19
38,324178571,19
39,324178571,19
40,324178571,19
41,324178571,19
42,324178571,19
43,324178571,19
44,324178571,19
45,324178571,19
46,324178571,19
47,571956522,25
48,571956522,25
49,571956522,25
50,571956522,25
51,571956522,25
52,571956522,25
53,571956522,25
54,571956522,25
55,571956522,25
56,571956522,25
57,571956522,25
58,571956522,25
59,571956522,25
60,571956522,25
61,571956522,25
62,571956522,25
63,571956522,25
64,571956522,25
65,571956522,25
66,571956522,25
67,571956522,25
68,571956522,25
69,571956522,25
70,571956522,25
71,571956522,25
72,571956522,25
73,571956522,25
74,571956522,25
75,571956522,25
76,571956522,25
77,571956522,25
78,571956522,25
79,571956522,25
80,571956522,25
81,571956522,25
82,571956522,25
83,571956522,25
84,571956522,25
85,571956522,25
86,571956522,25
87,571956522,25
88,571956522,25
89,571956522,25
90,571956522,25
91,571956522,25
92,571956522,25
93,198625000,28
94,198625000,28
95,198625000,28
96,198625000,28
97,198625000,28
98,198625000,28
99,198625000,28
100,198625000,28
101,198625000,28
102,198625000,28
103,198625000,28
104,198625000,28
105,198625000,28
106,198625000,28
107,198625000,28
108,198625000,28
109,475625000,31
110,475625000,31
111,475625000,31
112,475625000,31
113,475625000,31
114,475625000,31
115,475625000,31
116,475625000,31
117,428500000,34
118,428500000,34
119,428500000,34
120,428500000,34
121,448615385,38
122,448615385,38
123,448615385,38
124,448615385,38
125,448615385,38
126,448615385,38
127,448615385,38
128,448615385,38
129,448615385,38
130,448615385,38
131,448615385,38
132,448615385,38
133,448615385,38
134,448615385,38
135,448615385,38
136,448615385,38
137,448615385,38
138,448615385,38
139,448615385,38
140,448615385,38
141,448615385,38
142,448615385,38
143,448615385,38
144,448615385,38
145,448615385,38
146,448615385,38
147,448615385,38
148,448615385,38
149,448615385,38
150,448615385,38
151,448615385,38
152,448615385,38
153,448615385,38
154,448615385,38
155,448615385,38
156,448615385,38
157,448615385,38
158,448615385,38
159,448615385,38
160,448615385,38
161,448615385,38
162,448615385,38
163,448615385,38
164,448615385,38
165,448615385,38
166,448615385,38
167,448615385,38
168,448615385,38
